TEAM,CONF,YEAR,G,W,WIN_RATE,WAB,MADE_TOURNAMENT,SEED,POSTSEASON,Predicted_Tournament_Probability,Predicted_Made_Tournament,Prediction,Actual,Correct
Bradley,MVC,2013,35,18,0.5143,-7.5,0,,,0.1046,0,Miss March Madness,Missed March Madness,True
UC Irvine,BW,2013,35,19,0.5429,-8.2,0,,,0.1028,0,Miss March Madness,Missed March Madness,True
Houston,CUSA,2013,32,19,0.5938,-7.5,0,,,0.0976,0,Miss March Madness,Missed March Madness,True
Utah St.,WAC,2013,30,20,0.6667,-4.2,0,,,0.0903,0,Miss March Madness,Missed March Madness,True
Arkansas,SEC,2013,32,19,0.5938,-2.4,0,,,0.0869,0,Miss March Madness,Missed March Madness,True
Delaware,CAA,2013,33,19,0.5758,-6.1,0,,,0.0842,0,Miss March Madness,Missed March Madness,True
Providence,BE,2013,34,19,0.5588,-2.7,0,,,0.0831,0,Miss March Madness,Missed March Madness,True
UT Arlington,WAC,2013,33,19,0.5758,-6.6,0,,,0.0711,0,Miss March Madness,Missed March Madness,True
Elon,SC,2013,31,19,0.6129,-6.6,0,,,0.0707,0,Miss March Madness,Missed March Madness,True
Murray St.,OVC,2013,29,19,0.6552,-5.0,0,,,0.0647,0,Miss March Madness,Missed March Madness,True
Bryant,NEC,2013,31,19,0.6129,-6.4,0,,,0.0632,0,Miss March Madness,Missed March Madness,True
George Mason,CAA,2013,38,22,0.5789,-7.8,0,,,0.0602,0,Miss March Madness,Missed March Madness,True
Liberty,BSth,2013,33,12,0.3636,-15.6,1,16.0,R68,0.0595,0,Miss March Madness,Made March Madness,False
Maryland,ACC,2013,38,25,0.6579,-1.3,0,,,0.0527,0,Miss March Madness,Missed March Madness,True
East Carolina,CUSA,2013,30,19,0.6333,-5.2,0,,,0.0517,0,Miss March Madness,Missed March Madness,True
Wagner,NEC,2013,31,19,0.6129,-7.1,0,,,0.0494,0,Miss March Madness,Missed March Madness,True
Gardner Webb,BSth,2013,31,18,0.5806,-7.2,0,,,0.0421,0,Miss March Madness,Missed March Madness,True
Cal Poly,BW,2013,30,16,0.5333,-7.3,0,,,0.0393,0,Miss March Madness,Missed March Madness,True
LSU,SEC,2013,31,19,0.6129,-2.5,0,,,0.0388,0,Miss March Madness,Missed March Madness,True
Lafayette,Pat,2013,33,18,0.5455,-8.3,0,,,0.0363,0,Miss March Madness,Missed March Madness,True
Wyoming,MWC,2013,32,18,0.5625,-3.4,0,,,0.0312,0,Miss March Madness,Missed March Madness,True
Texas A&M,SEC,2013,33,18,0.5455,-5.1,0,,,0.0287,0,Miss March Madness,Missed March Madness,True
Illinois Chicago,Horz,2013,33,17,0.5152,-8.9,0,,,0.0273,0,Miss March Madness,Missed March Madness,True
UTEP,CUSA,2013,32,18,0.5625,-5.8,0,,,0.0263,0,Miss March Madness,Missed March Madness,True
Dayton,A10,2013,31,17,0.5484,-4.6,0,,,0.026,0,Miss March Madness,Missed March Madness,True
Green Bay,Horz,2013,33,17,0.5152,-7.9,0,,,0.0256,0,Miss March Madness,Missed March Madness,True
Boston University,AE,2013,30,17,0.5667,-6.9,0,,,0.0247,0,Miss March Madness,Missed March Madness,True
Illinois St.,MVC,2013,33,18,0.5455,-5.2,0,,,0.0244,0,Miss March Madness,Missed March Madness,True
Texas Southern,SWAC,2013,31,17,0.5484,-7.7,0,,,0.0235,0,Miss March Madness,Missed March Madness,True
Florida St.,ACC,2013,34,18,0.5294,-3.0,0,,,0.0221,0,Miss March Madness,Missed March Madness,True
St. John's,BE,2013,33,17,0.5152,-3.5,0,,,0.022,0,Miss March Madness,Missed March Madness,True
Washington,P12,2013,34,18,0.5294,-3.0,0,,,0.0219,0,Miss March Madness,Missed March Madness,True
Mount St. Mary's,NEC,2013,32,18,0.5625,-7.7,0,,,0.0211,0,Miss March Madness,Missed March Madness,True
Boston College,ACC,2013,33,16,0.4848,-5.4,0,,,0.0209,0,Miss March Madness,Missed March Madness,True
FIU,SB,2013,32,18,0.5625,-7.9,0,,,0.0209,0,Miss March Madness,Missed March Madness,True
Savannah St.,MEAC,2013,32,17,0.5312,-8.1,0,,,0.0203,0,Miss March Madness,Missed March Madness,True
Detroit,Horz,2013,31,18,0.5806,-3.8,0,,,0.02,0,Miss March Madness,Missed March Madness,True
Texas,B12,2013,33,16,0.4848,-4.2,0,,,0.0198,0,Miss March Madness,Missed March Madness,True
UCF,CUSA,2013,28,17,0.6071,-4.2,0,,,0.0197,0,Miss March Madness,Missed March Madness,True
Troy,SB,2013,33,12,0.3636,-16.6,0,,,0.0196,0,Miss March Madness,Missed March Madness,True
Arkansas St.,SB,2013,30,18,0.6,-7.8,0,,,0.0192,0,Miss March Madness,Missed March Madness,True
Morgan St.,MEAC,2013,32,17,0.5312,-11.0,0,,,0.019,0,Miss March Madness,Missed March Madness,True
Hartford,AE,2013,31,17,0.5484,-7.9,0,,,0.0188,0,Miss March Madness,Missed March Madness,True
Xavier,A10,2013,31,17,0.5484,-4.0,0,,,0.0186,0,Miss March Madness,Missed March Madness,True
Purdue,B10,2013,34,16,0.4706,-3.8,0,,,0.0185,0,Miss March Madness,Missed March Madness,True
Saint Joseph's,A10,2013,32,18,0.5625,-3.3,0,,,0.0182,0,Miss March Madness,Missed March Madness,True
Towson,CAA,2013,30,17,0.5667,-6.9,0,,,0.0174,0,Miss March Madness,Missed March Madness,True
Vanderbilt,SEC,2013,33,16,0.4848,-6.2,0,,,0.0167,0,Miss March Madness,Missed March Madness,True
Charleston Southern,BSth,2013,29,16,0.5517,-7.7,0,,,0.0166,0,Miss March Madness,Missed March Madness,True
Long Beach St.,BW,2013,31,17,0.5484,-5.4,0,,,0.0165,0,Miss March Madness,Missed March Madness,True
Nebraska,B10,2013,33,15,0.4545,-3.4,0,,,0.0161,0,Miss March Madness,Missed March Madness,True
Tulsa,CUSA,2013,32,16,0.5,-7.9,0,,,0.0161,0,Miss March Madness,Missed March Madness,True
Indiana St.,MVC,2013,32,17,0.5312,-3.5,0,,,0.0159,0,Miss March Madness,Missed March Madness,True
South Alabama,SB,2013,29,16,0.5517,-7.8,0,,,0.0153,0,Miss March Madness,Missed March Madness,True
Manhattan,MAAC,2013,32,14,0.4375,-10.9,0,,,0.0152,0,Miss March Madness,Missed March Madness,True
Northwestern,B10,2013,32,13,0.4062,-5.5,0,,,0.0151,0,Miss March Madness,Missed March Madness,True
Youngstown St.,Horz,2013,31,15,0.4839,-9.3,0,,,0.0149,0,Miss March Madness,Missed March Madness,True
UNC Asheville,BSth,2013,29,13,0.4483,-10.8,0,,,0.0143,0,Miss March Madness,Missed March Madness,True
Seton Hall,BE,2013,33,15,0.4545,-5.6,0,,,0.0141,0,Miss March Madness,Missed March Madness,True
UC Santa Barbara,BW,2013,29,9,0.3103,-13.3,0,,,0.0139,0,Miss March Madness,Missed March Madness,True
UC Riverside,BW,2013,28,4,0.1429,-19.8,0,,,0.0138,0,Miss March Madness,Missed March Madness,True
Georgia,SEC,2013,32,15,0.4688,-6.3,0,,,0.0133,0,Miss March Madness,Missed March Madness,True
Air Force,MWC,2013,30,16,0.5333,-2.9,0,,,0.013,0,Miss March Madness,Missed March Madness,True
High Point,BSth,2013,29,15,0.5172,-10.2,0,,,0.013,0,Miss March Madness,Missed March Madness,True
William & Mary,CAA,2013,29,12,0.4138,-12.1,0,,,0.0128,0,Miss March Madness,Missed March Madness,True
Siena,MAAC,2013,32,8,0.25,-18.4,0,,,0.0125,0,Miss March Madness,Missed March Madness,True
San Diego,WCC,2013,32,14,0.4375,-8.8,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
Arkansas Little Rock,SB,2013,31,16,0.5161,-9.7,0,,,0.0123,0,Miss March Madness,Missed March Madness,True
Texas St.,WAC,2013,33,11,0.3333,-15.7,0,,,0.0122,0,Miss March Madness,Missed March Madness,True
Columbia,Ivy,2013,26,10,0.3846,-11.7,0,,,0.012,0,Miss March Madness,Missed March Madness,True
Tennessee St.,OVC,2013,31,16,0.5161,-7.3,0,,,0.012,0,Miss March Madness,Missed March Madness,True
Sacramento St.,BSky,2013,27,12,0.4444,-11.8,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Rice,CUSA,2013,29,4,0.1379,-18.9,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Virginia Tech,ACC,2013,32,13,0.4062,-7.3,0,,,0.0118,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2013,32,10,0.3125,-11.6,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Missouri St.,MVC,2013,31,9,0.2903,-12.1,0,,,0.0115,0,Miss March Madness,Missed March Madness,True
Oregon St.,P12,2013,32,14,0.4375,-7.3,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
Arkansas Pine Bluff,SWAC,2013,30,16,0.5333,-8.2,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
San Francisco,WCC,2013,29,13,0.4483,-7.9,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
Northern Colorado,BSky,2013,29,11,0.3793,-13.3,0,,,0.0111,0,Miss March Madness,Missed March Madness,True
Coastal Carolina,BSth,2013,26,11,0.4231,-11.6,0,,,0.0111,0,Miss March Madness,Missed March Madness,True
Radford,BSth,2013,29,10,0.3448,-15.6,0,,,0.0109,0,Miss March Madness,Missed March Madness,True
Jacksonville St.,OVC,2013,26,15,0.5769,-6.5,0,,,0.0109,0,Miss March Madness,Missed March Madness,True
UTSA,WAC,2013,32,10,0.3125,-15.7,0,,,0.0107,0,Miss March Madness,Missed March Madness,True
Cal St. Fullerton,BW,2013,30,12,0.4,-13.3,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
South Carolina,SEC,2013,32,14,0.4375,-10.1,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
Southeast Missouri St.,OVC,2013,31,15,0.4839,-11.4,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
UC Davis,BW,2013,31,14,0.4516,-12.0,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
Army,Pat,2013,30,15,0.5,-10.1,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
South Dakota,Sum,2013,28,8,0.2857,-14.1,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
Portland St.,BSky,2013,26,6,0.2308,-16.1,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Loyola Marymount,WCC,2013,32,10,0.3125,-12.7,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Loyola Chicago,Horz,2013,30,14,0.4667,-10.5,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
Auburn,SEC,2013,32,9,0.2812,-13.4,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
UNC Greensboro,SC,2013,29,7,0.2414,-18.0,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
TCU,B12,2013,31,10,0.3226,-11.2,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
NJIT,GWC,2013,25,12,0.48,-9.8,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
American,Pat,2013,30,10,0.3333,-13.4,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Winthrop,BSth,2013,28,11,0.3929,-12.5,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Montana St.,BSky,2013,28,11,0.3929,-13.8,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Oakland,Sum,2013,31,14,0.4516,-8.5,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Louisiana Lafayette,SB,2013,32,12,0.375,-13.9,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Pepperdine,WCC,2013,28,10,0.3571,-10.7,0,,,0.0101,0,Miss March Madness,Missed March Madness,True
VMI,BSth,2013,28,11,0.3929,-13.7,0,,,0.0101,0,Miss March Madness,Missed March Madness,True
Rhode Island,A10,2013,29,8,0.2759,-11.6,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Idaho,WAC,2013,29,11,0.3793,-11.6,0,,,0.0099,0,Miss March Madness,Missed March Madness,True
Princeton,Ivy,2013,26,16,0.6154,-5.0,0,,,0.0098,0,Miss March Madness,Missed March Madness,True
Samford,SC,2013,31,10,0.3226,-15.3,0,,,0.0097,0,Miss March Madness,Missed March Madness,True
UT Rio Grande Valley,GWC,2013,28,12,0.4286,-12.5,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Alcorn St.,SWAC,2013,32,9,0.2812,-16.7,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Hofstra,CAA,2013,31,6,0.1935,-19.7,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Colgate,Pat,2013,32,11,0.3438,-14.0,0,,,0.0094,0,Miss March Madness,Missed March Madness,True
Bethune Cookman,MEAC,2013,32,12,0.375,-15.0,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
Northern Arizona,BSky,2013,32,11,0.3438,-14.7,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
Central Connecticut,NEC,2013,30,13,0.4333,-11.7,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
North Texas,SB,2013,30,11,0.3667,-13.5,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Hawaii,BW,2013,28,15,0.5357,-7.8,0,,,0.009,0,Miss March Madness,Missed March Madness,True
SMU,CUSA,2013,31,14,0.4516,-11.8,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Appalachian St.,SC,2013,29,13,0.4483,-11.7,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Coppin St.,MEAC,2013,31,7,0.2258,-18.0,0,,,0.009,0,Miss March Madness,Missed March Madness,True
The Citadel,SC,2013,28,6,0.2143,-18.0,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
SIU Edwardsville,OVC,2013,25,7,0.28,-13.8,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Washington St.,P12,2013,32,13,0.4062,-8.2,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Austin Peay,OVC,2013,29,6,0.2069,-18.5,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Marshall,CUSA,2013,31,12,0.3871,-11.4,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
Saint Peter's,MAAC,2013,30,9,0.3,-15.8,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Presbyterian,BSth,2013,29,5,0.1724,-18.9,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
St. Bonaventure,A10,2013,29,14,0.4828,-6.0,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
North Dakota,BSky,2013,31,14,0.4516,-11.4,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Idaho St.,BSky,2013,29,5,0.1724,-19.5,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Penn,Ivy,2013,31,9,0.2903,-15.1,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
McNeese St.,Slnd,2013,28,11,0.3929,-12.1,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
Northern Kentucky,ASun,2013,27,11,0.4074,-12.0,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
IUPUI,Sum,2013,30,4,0.1333,-20.0,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
San Jose St.,WAC,2013,28,8,0.2857,-14.4,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
Delaware St.,MEAC,2013,31,13,0.4194,-12.8,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Georgia Southern,SC,2013,31,12,0.3871,-13.9,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Marist,MAAC,2013,31,10,0.3226,-15.1,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Nebraska Omaha,Sum,2013,29,10,0.3448,-13.4,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Hampton,MEAC,2013,31,14,0.4516,-13.8,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
UAB,CUSA,2013,32,15,0.4688,-8.2,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Drexel,CAA,2013,31,13,0.4194,-11.9,0,,,0.008,0,Miss March Madness,Missed March Madness,True
Maine,AE,2013,29,10,0.3448,-13.9,0,,,0.008,0,Miss March Madness,Missed March Madness,True
Brown,Ivy,2013,27,12,0.4444,-10.3,0,,,0.008,0,Miss March Madness,Missed March Madness,True
Wofford,SC,2013,31,12,0.3871,-13.2,0,,,0.008,0,Miss March Madness,Missed March Madness,True
Portland,WCC,2013,30,9,0.3,-11.7,0,,,0.008,0,Miss March Madness,Missed March Madness,True
USC Upstate,ASun,2013,31,14,0.4516,-11.3,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
George Washington,A10,2013,30,13,0.4333,-7.3,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Georgia St.,CAA,2013,30,14,0.4667,-10.9,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Eastern Illinois,OVC,2013,31,11,0.3548,-15.3,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Buffalo,MAC,2013,32,12,0.375,-13.6,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Longwood,BSth,2013,31,6,0.1935,-19.5,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Southeastern Louisiana,Slnd,2013,29,11,0.3793,-11.8,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
St. Francis PA,NEC,2013,29,5,0.1724,-19.2,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Sam Houston St.,Slnd,2013,31,14,0.4516,-11.9,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Howard,MEAC,2013,29,6,0.2069,-17.7,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
East Tennessee St.,ASun,2013,31,9,0.2903,-15.5,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
North Florida,ASun,2013,31,12,0.3871,-12.1,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
UNC Wilmington,CAA,2013,29,9,0.3103,-14.5,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Navy,Pat,2013,30,7,0.2333,-18.2,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Toledo,MAC,2013,28,15,0.5357,-7.9,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Maryland Eastern Shore,MEAC,2013,28,2,0.0714,-21.3,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Duquesne,A10,2013,30,8,0.2667,-12.5,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Alabama A&M,SWAC,2013,29,9,0.3103,-16.0,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Southern Illinois,MVC,2013,30,13,0.4333,-8.3,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Prairie View A&M,SWAC,2013,31,12,0.3871,-15.1,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Texas A&M Corpus Chris,Slnd,2013,28,5,0.1786,-17.5,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Utah Valley,GWC,2013,28,10,0.3571,-14.3,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Florida Atlantic,SB,2013,31,13,0.4194,-12.3,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
West Virginia,B12,2013,32,13,0.4062,-7.0,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Furman,SC,2013,29,5,0.1724,-20.0,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Dartmouth,Ivy,2013,27,8,0.2963,-14.1,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Lipscomb,ASun,2013,29,11,0.3793,-12.4,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Clemson,ACC,2013,31,13,0.4194,-7.7,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Northern Illinois,MAC,2013,29,4,0.1379,-19.7,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Eastern Washington,BSky,2013,31,10,0.3226,-16.7,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Jackson St.,SWAC,2013,29,11,0.3793,-13.5,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
South Florida,BE,2013,31,12,0.3871,-6.8,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Jacksonville,ASun,2013,30,12,0.4,-12.9,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Alabama St.,SWAC,2013,31,9,0.2903,-17.2,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Western Carolina,SC,2013,31,12,0.3871,-13.2,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
DePaul,BE,2013,32,11,0.3438,-9.4,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Holy Cross,Pat,2013,31,12,0.3871,-13.3,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Drake,MVC,2013,31,14,0.4516,-7.1,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Bowling Green,MAC,2013,30,11,0.3667,-13.3,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
USC,P12,2013,32,14,0.4375,-5.3,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Yale,Ivy,2013,29,12,0.4138,-10.2,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Tennessee Martin,OVC,2013,28,7,0.25,-16.0,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Fairleigh Dickinson,NEC,2013,31,7,0.2258,-18.6,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Cal St. Bakersfield,ind,2013,26,10,0.3846,-10.4,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
UMBC,AE,2013,30,7,0.2333,-17.6,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Sacred Heart,NEC,2013,29,9,0.3103,-14.6,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Fresno St.,MWC,2013,28,9,0.3214,-8.8,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Chicago St.,GWC,2013,29,7,0.2414,-15.7,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Lamar,Slnd,2013,31,3,0.0968,-21.4,0,,,0.007,0,Miss March Madness,Missed March Madness,True
Grambling St.,SWAC,2013,28,0,0.0,-24.3,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
South Carolina St.,MEAC,2013,28,4,0.1429,-19.3,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
New Hampshire,AE,2013,28,8,0.2857,-15.0,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Milwaukee,Horz,2013,30,6,0.2,-17.4,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
St. Francis NY,NEC,2013,30,12,0.4,-13.1,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Houston Baptist,GWC,2013,27,11,0.4074,-12.7,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Stetson,ASun,2013,30,14,0.4667,-10.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Florida A&M,MEAC,2013,29,6,0.2069,-18.4,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Southern Utah,BSky,2013,29,9,0.3103,-15.7,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Kennesaw St.,ASun,2013,30,3,0.1,-22.0,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Central Arkansas,Slnd,2013,28,11,0.3929,-13.0,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Binghamton,AE,2013,29,2,0.069,-21.7,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Rutgers,BE,2013,31,15,0.4839,-4.1,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Cal St. Northridge,BW,2013,29,12,0.4138,-11.7,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Ball St.,MAC,2013,30,15,0.5,-9.7,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Quinnipiac,NEC,2013,31,15,0.4839,-11.6,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Nicholls St.,Slnd,2013,30,9,0.3,-15.4,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Campbell,BSth,2013,30,11,0.3667,-14.4,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Central Michigan,MAC,2013,30,10,0.3333,-13.8,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Louisiana Monroe,SB,2013,27,4,0.1481,-18.0,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
UMKC,Sum,2013,31,7,0.2258,-17.6,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Cleveland St.,Horz,2013,29,11,0.3793,-11.0,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Tennessee Tech,OVC,2013,27,10,0.3704,-12.5,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Monmouth,NEC,2013,31,10,0.3226,-15.4,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
